race_id,race_date,target_market,observed_tv,target_turnover_won,trifecta_turnover_won,noise_base_per_sqrt_won,break_even_u_won,noise_tv_u_1000,noise_tv_u_10000,noise_tv_u_50000,noise_tv_u_100000
2025-04-04_2_03,2025-04-04,exacta,0.091788879677,152082800,318749000,0.000303263048096,91609.6337311,0.00959001962148,0.0303263048096,0.0678116790606,0.0959001962148
2025-04-04_2_05,2025-04-04,exacta,0.0667970461603,144927300,306805500,0.000317384794452,44293.7329686,0.0100365884517,0.0317384794452,0.0709693975419,0.100365884517
2025-04-04_2_06,2025-04-04,exacta,0.0632274194568,144504900,303663800,0.000306279017879,42616.3668644,0.00968539296019,0.0306279017879,0.068486070406,0.0968539296019
2025-04-04_2_07,2025-04-04,exacta,0.084195198423,186517600,394385800,0.00020354430042,171102.658619,0.00643663594073,0.020354430042,0.0455138892172,0.0643663594073
2025-04-04_2_08,2025-04-04,exacta,0.0706499297318,154456500,338171800,0.000315761736753,50061.5698514,0.0099852628607,0.0315761736753,0.0706064708073,0.099852628607
2025-04-05_1_08,2025-04-05,exacta,0.0675007405365,278809700,467752500,0.00021796528827,95905.2545599,0.00689266761787,0.021796528827,0.0487385201306,0.0689266761787
2025-04-05_1_09,2025-04-05,exacta,0.0466425831285,267039400,527525600,0.000191981847941,59026.2038072,0.00607099908902,0.0191981847941,0.0429284462442,0.0607099908902
2025-04-05_1_10,2025-04-05,exacta,0.05395656908,253950800,477691600,0.000254326938449,45009.4728382,0.00804252395838,0.0254326938449,0.0568692322882,0.0804252395838
2025-04-05_2_04,2025-04-05,exacta,0.0707198272439,205160700,401132100,0.000274359862668,66441.7753735,0.00867602064563,0.0274359862668,0.0613487303224,0.0867602064563
2025-04-05_2_06,2025-04-05,exacta,0.0617765759384,218280600,415512000,0.00028134582958,48213.2827205,0.00889693631661,0.028134582958,0.0629108400126,0.0889693631661
2025-04-05_2_07,2025-04-05,exacta,0.0352470802152,284109100,517938600,0.000184508138823,36493.4764911,0.00583465965521,0.0184508138823,0.0412572740811,0.0583465965521
2025-04-06_1_10,2025-04-06,exacta,0.0578885695879,355446900,608713100,0.000187745689702,95070.479956,0.00593704000337,0.0187745689702,0.0419812124656,0.0593704000337
2025-04-11_2_06,2025-04-11,exacta,0.0701611582465,184692800,371516600,0.000236921880662,87696.680975,0.00749212770421,0.0236921880662,0.0529773430516,0.0749212770421
2025-04-11_2_07,2025-04-11,exacta,0.059131899277,188619800,385216700,0.00023176077602,65097.4211445,0.00732891924511,0.023176077602,0.0518232849699,0.0732891924511
2025-04-11_2_08,2025-04-11,exacta,0.034715388449,177699900,396309000,0.000272086873057,16279.0433327,0.00860414240293,0.0272086873057,0.0608404743941,0.0860414240293
2025-04-12_1_06,2025-04-12,exacta,0.0450515860943,268020700,529836200,0.000181410342098,61673.1436613,0.00573669872141,0.0181410342098,0.0405645856753,0.0573669872141
2025-04-12_1_08,2025-04-12,exacta,0.0559254667662,267517200,478761300,0.000216084460487,66984.1672785,0.00683319062106,0.0216084460487,0.0483179542529,0.0683319062106
2025-04-12_2_04,2025-04-12,exacta,0.0561868836152,202931400,389913900,0.000297446412694,35682.2653453,0.0094060814596,0.0297446412694,0.0665110398448,0.094060814596
2025-04-12_2_05,2025-04-12,exacta,0.0619930770623,215511700,429501700,0.000275859032263,50502.3944946,0.00872342855082,0.0275859032263,0.0616839548348,0.0872342855082
2025-04-12_2_06,2025-04-12,exacta,0.0686212010152,231790300,446792600,0.000258901075103,70250.4194979,0.00818717085991,0.0258901075103,0.0578920403377,0.0818717085991
2025-04-12_2_07,2025-04-12,exacta,0.0724536604234,278317200,533367600,0.000187914585711,148661.900633,0.00594238096413,0.0187914585711,0.0420189787613,0.0594238096413
2025-04-13_1_03,2025-04-13,exacta,0.0494999410236,221253900,444839900,0.000227108249357,47505.4617568,0.00718179343383,0.0227108249357,0.0507829483814,0.0718179343383
2025-04-13_1_05,2025-04-13,exacta,0.0484216325199,277280800,495438700,0.000251414200207,37093.6224919,0.00795041508764,0.0251414200207,0.0562179242172,0.0795041508764
2025-04-13_3_05,2025-04-13,exacta,0.0491037793787,454385800,789513100,0.00011959403499,168581.844789,0.0037818954514,0.011959403499,0.0267420391942,0.037818954514
2025-04-18_2_04,2025-04-18,exacta,0.0711242064982,163534000,339975200,0.000254384729733,78172.2824861,0.00804435147923,0.0254384729733,0.0568821548121,0.0804435147923
2025-04-18_2_08,2025-04-18,exacta,0.0700073076798,197660200,441283300,0.000222857459329,98680.7409777,0.00704737165038,0.0222857459329,0.0498324428353,0.0704737165038
2025-04-20_1_03,2025-04-20,exacta,0.0617998216589,268661700,512672800,0.000133291455633,214966.02312,0.00421504592439,0.0133291455633,0.0298048755615,0.0421504592439
2025-04-25_2_03,2025-04-25,exacta,0.0694887334954,158052100,333483600,0.000291727234459,56738.1070849,0.00922522516393,0.0291727234459,0.0652321927139,0.0922522516393
2025-04-25_2_04,2025-04-25,exacta,0.0605595215226,154764900,298444900,0.000317259489986,36436.413904,0.0100326259766,0.0317259489986,0.0709413786116,0.100326259766
2025-04-25_2_08,2025-04-25,exacta,0.101853726581,200113700,397142300,0.000272981462287,139215.48193,0.00863243179831,0.0272981462287,0.0610405106272,0.0863243179831
2025-04-26_1_05,2025-04-26,exacta,0.0504806561096,249097400,418256200,0.000230069344142,48142.9249913,0.00727543147269,0.0230069344142,0.051445069304,0.0727543147269
2025-04-26_2_05,2025-04-26,exacta,0.0748225114312,208155600,381655100,0.00028822536286,67390.7319418,0.00911448626066,0.028822536286,0.0644491504195,0.0911448626066
2025-04-26_2_06,2025-04-26,exacta,0.0512883661722,224203400,422689400,0.000260193066633,38854.9441986,0.00822802721943,0.0260193066633,0.0581809384264,0.0822802721943
2025-04-26_2_07,2025-04-26,exacta,0.0732006492895,231007200,422484300,0.000259274126084,79709.7612557,0.00819896776776,0.0259274126084,0.0579754570731,0.0819896776776
2025-05-02_2_05,2025-05-02,exacta,0.0576552570976,167098600,324248900,0.000315243560296,33449.1725453,0.00996887668235,0.0315243560296,0.070490603029,0.0996887668235
2025-05-02_2_07,2025-05-02,exacta,0.073458240359,197616700,383206000,0.000220529893596,110954.802822,0.00697376755918,0.0220529893596,0.0493119833152,0.0697376755918
2025-05-03_1_05,2025-05-03,exacta,0.0637506451743,274396500,463801500,0.000213531394546,89134.4719203,0.00675245558718,0.0213531394546,0.0477470713536,0.0675245558718
2025-05-03_1_09,2025-05-03,exacta,0.0668695057144,264937400,455491700,0.000257964229557,67195.0448335,0.00815754520252,0.0257964229557,0.0576825553054,0.0815754520252
2025-05-09_3_01,2025-05-09,exacta,0.0563048783946,128872000,328170400,0.000240062384176,55010.2754687,0.00759143914528,0.0240062384176,0.0536795809859,0.0759143914528
2025-05-10_1_01,2025-05-10,exacta,0.0549262607497,132790400,332734400,0.000271193133839,41020.6642961,0.0085758798873,0.0271193133839,0.0606406282295,0.085758798873
2025-05-10_1_02,2025-05-10,exacta,0.0393064607328,229017800,477893400,0.000178031168595,48745.6421339,0.00562983987262,0.0178031168595,0.0398089795092,0.0562983987262
2025-05-10_1_03,2025-05-10,exacta,0.0461719252969,295581200,580142700,0.000159905212263,83374.0173259,0.00505664680484,0.0159905212263,0.0357558924577,0.0505664680484
2025-05-10_1_06,2025-05-10,exacta,0.0490424905402,293427100,534338100,0.000179128398558,74957.6819253,0.00566453733061,0.0179128398558,0.0400543275876,0.0566453733061
2025-05-10_1_10,2025-05-10,exacta,0.0579184313105,343482600,696806100,0.000145188190312,159136.937971,0.00459125370743,0.0145188190312,0.0324650663067,0.0459125370743
2025-05-10_2_05,2025-05-10,exacta,0.0601239583157,268758300,485443600,0.000218824600218,75492.3322559,0.00691984144765,0.0218824600218,0.0489306681237,0.0691984144765
2025-05-10_2_07,2025-05-10,exacta,0.0451461491252,239310900,442264700,0.000255450293354,31234.0723589,0.00807804755956,0.0255450293354,0.0571204220812,0.0807804755956
2025-05-11_1_01,2025-05-11,exacta,0.0379520473918,245339500,516434300,0.000160952523077,55600.0063594,0.00508976568075,0.0160952523077,0.0359900782751,0.0508976568075
2025-05-11_1_02,2025-05-11,exacta,0.0377174030094,263101800,517650600,0.000178941289321,44428.5807354,0.00565862041701,0.0178941289321,0.0400124886903,0.0565862041701
2025-05-11_1_05,2025-05-11,exacta,0.0493515288382,335943000,580096100,0.000191084306998,66703.8926416,0.0060426163523,0.0191084306998,0.0427277499882,0.060426163523
2025-05-11_1_06,2025-05-11,exacta,0.0373787886902,377381800,633977800,0.000167325760673,49902.7904128,0.00529130514947,0.0167325760673,0.0374151775251,0.0529130514947
2025-05-11_3_01,2025-05-11,exacta,0.0406533992631,372285400,723647900,0.000124035717327,107423.724396,0.00392235377966,0.0124035717327,0.0277352295581,0.0392235377966
2025-05-16_2_04,2025-05-16,exacta,0.0550422764034,156396700,314331200,0.000322751386999,29084.1609386,0.010206295009,0.0322751386999,0.0721694041163,0.10206295009
2025-05-16_2_06,2025-05-16,exacta,0.0723243541229,192313600,393994300,0.000234515053936,95110.3272067,0.00741601716035,0.0234515053936,0.0524391602348,0.0741601716035
2025-05-16_2_07,2025-05-16,exacta,0.0843634432491,177197100,337485700,0.000299103271637,79554.7777832,0.00945847593982,0.0299103271637,0.0668815247674,0.0945847593982
2025-05-16_2_08,2025-05-16,exacta,0.049168197669,217544300,467277900,0.000205839453218,57057.3160325,0.00650921504493,0.0205839453218,0.0460271009847,0.0650921504493
2025-05-17_1_04,2025-05-17,exacta,0.0651759543429,244747600,448683800,0.000223960537044,84689.9346342,0.00708225403054,0.0223960537044,0.0500790985108,0.0708225403054
2025-05-17_1_05,2025-05-17,exacta,0.0665668565077,300118000,586823100,0.00014659155996,206204.5123,0.00463563215232,0.014659155996,0.0327788692999,0.0463563215232
2025-05-17_1_07,2025-05-17,exacta,0.0662500062111,229935100,421413900,0.000300237746866,48690.1667789,0.00949435119653,0.0300237746866,0.0671352011403,0.0949435119653
2025-05-17_1_08,2025-05-17,exacta,0.0524157543193,259848600,468369200,0.000242546148486,46701.9392985,0.00766998266916,0.0242546148486,0.0542349675694,0.0766998266916
2025-05-17_2_01,2025-05-17,exacta,0.0575181221871,143414500,342035100,0.000267228964423,46327.8707984,0.00845052184343,0.0267228964423,0.0597542130006,0.0845052184343
2025-05-17_2_04,2025-05-17,exacta,0.0621394750552,247374900,463683400,0.00020787237098,89359.6832996,0.00657350154917,0.020787237098,0.0464816752156,0.0657350154917
2025-05-17_2_05,2025-05-17,exacta,0.0756963341532,254565900,486960900,0.000210298969253,129561.332985,0.00665023732424,0.0210298969253,0.0470242790847,0.0665023732424
2025-05-17_2_06,2025-05-17,exacta,0.0439539255687,251923200,478747200,0.000179995559201,59630.9537957,0.00569195935792,0.0179995559201,0.0402482306023,0.0569195935792
2025-05-18_1_01,2025-05-18,exacta,0.0327013609795,244495600,539978300,0.000163886967726,39814.6420507,0.00518256096832,0.0163886967726,0.0366462400461,0.0518256096832
2025-05-18_1_05,2025-05-18,exacta,0.051730345462,347243400,642737900,0.000154794646968,111680.893869,0.0048950365402,0.0154794646968,0.0346131353173,0.048950365402
2025-05-23_2_05,2025-05-23,exacta,0.0598916565052,160495800,311231700,0.000316645504583,35775.5234444,0.0100132100534,0.0316645504583,0.0708040873018,0.100132100534
2025-05-23_2_06,2025-05-23,exacta,0.0591264327435,161658000,311367000,0.00032797226932,32500.4298956,0.0103713938043,0.032797226932,0.0733368288935,0.103713938043
2025-05-23_2_07,2025-05-23,exacta,0.0623599678029,171616700,332326300,0.000301189644656,42867.8490108,0.0095244528477,0.0301189644656,0.067348051957,0.095244528477
2025-05-23_3_05,2025-05-23,exacta,0.0580995685551,186640400,336325900,0.000327106746295,31547.6353549,0.010344023563,0.0327106746295,0.0731432920615,0.10344023563
2025-05-24_1_06,2025-05-24,exacta,0.0690032208407,319435400,613950500,0.000131645908385,274741.32861,0.00416300915138,0.0131645908385,0.0294369200108,0.0416300915138
2025-05-24_1_07,2025-05-24,exacta,0.045584934194,313969700,528151300,0.000201170083479,51347.094293,0.00636155660879,0.0201170083479,0.0449829981698,0.0636155660879
2025-05-24_1_08,2025-05-24,exacta,0.0412295818236,319103500,541041400,0.000182081020371,51272.9733199,0.00575790743059,0.0182081020371,0.0407145538961,0.0575790743059
2025-05-24_1_09,2025-05-24,exacta,0.0420917703834,275533300,495943100,0.000219392624816,36808.6879318,0.00693780396261,0.0219392624816,0.0490576822851,0.0693780396261
2025-05-24_2_04,2025-05-24,exacta,0.0638294651008,226070600,426491600,0.000249905579286,65236.4779339,0.00790270830527,0.0249905579286,0.055880586324,0.0790270830527
2025-05-24_2_06,2025-05-24,exacta,0.0529974223157,243161100,449203500,0.000263595646467,40423.4175347,0.00833562624141,0.0263595646467,0.0589417784073,0.0833562624141
2025-05-24_2_07,2025-05-24,exacta,0.0472571475422,261494500,476609000,0.000207119176007,52058.8282305,0.00654968343279,0.0207119176007,0.0463132556995,0.0654968343279
2025-05-25_1_02,2025-05-25,exacta,0.0536468101284,279953300,539993600,0.00017283817985,96340.3986485,0.00546562314964,0.017283817985,0.0386477919252,0.0546562314964
2025-05-25_1_04,2025-05-25,exacta,0.0641633367039,324623800,582154600,0.000189044657303,115198.033409,0.00597811696562,0.0189044657303,0.0422716704512,0.0597811696562
2025-05-25_1_09,2025-05-25,exacta,0.054692595751,358780000,580319000,0.000208979493026,68493.5583469,0.00660851182229,0.0208979493026,0.0467292352309,0.0660851182229
2025-05-25_1_10,2025-05-25,exacta,0.0590702552136,370063400,601241700,0.000192264755676,94392.6836744,0.00607994541711,0.0192264755676,0.0429917063368,0.0607994541711
2025-05-25_1_11,2025-05-25,exacta,0.0534273158348,440425300,696382700,0.00017675825804,91362.3550965,0.00558958690649,0.017675825804,0.0395243480561,0.0558958690649
2025-05-30_2_05,2025-05-30,exacta,0.0570604231942,156586700,314751300,0.000305420699251,34903.826597,0.00965825054194,0.0305420699251,0.0682941445261,0.0965825054194
2025-05-30_2_06,2025-05-30,exacta,0.0535865516663,160339200,317342000,0.000305783572493,30710.2478206,0.0096697256014,0.0305783572493,0.0683752854496,0.096697256014
2025-05-30_2_07,2025-05-30,exacta,0.0653827781633,157678400,320310200,0.000321115935625,41457.4918156,0.0101545774955,0.0321115935625,0.0718037060716,0.101545774955
2025-05-30_2_08,2025-05-30,exacta,0.0630101557747,177011000,395322600,0.000252717528559,62165.6351282,0.00799162994894,0.0252717528559,0.0565093572963,0.0799162994894
2025-05-30_3_04,2025-05-30,exacta,0.0543232000761,193377400,368432600,0.000233973400399,53906.0757587,0.00739888857157,0.0233973400399,0.052318042822,0.0739888857157
2025-05-30_3_05,2025-05-30,exacta,0.0786323799584,156818100,310211100,0.000356139140512,48748.7437778,0.0112621084795,0.0356139140512,0.0796351327633,0.112621084795
2025-05-31_1_01,2025-05-31,exacta,0.0545355745623,175314900,393731000,0.000184229053685,87628.1299157,0.00582583420822,0.0184229053685,0.041194868747,0.0582583420822
2025-05-31_1_04,2025-05-31,exacta,0.0556119966937,276479600,497604900,0.000186893329137,88542.0098841,0.00591008599565,0.0186893329137,0.0417906188492,0.0591008599565
2025-05-31_1_06,2025-05-31,exacta,0.0493121438848,286123900,509729100,0.000185502805511,70665.3971493,0.00586611377767,0.0185502805511,0.041479688314,0.0586611377767
2025-05-31_1_08,2025-05-31,exacta,0.0437462165756,286196400,521199600,0.000201568282723,47101.7025746,0.00637414877454,0.0201568282723,0.0450720382277,0.0637414877454
2025-05-31_2_04,2025-05-31,exacta,0.0584076815998,212856200,418786000,0.000269352812423,47021.5463036,0.0085176838143,0.0269352812423,0.060229119851,0.085176838143
2025-05-31_2_06,2025-05-31,exacta,0.0657816066385,241323700,452305300,0.00025193008736,68178.7254701,0.00796672887184,0.025193008736,0.0563332800915,0.0796672887184
2025-05-31_2_07,2025-05-31,exacta,0.0741568845303,270003000,506294100,0.000203323661757,133023.112994,0.00642965873359,0.0203323661757,0.0454645529123,0.0642965873359
2025-06-01_1_02,2025-06-01,exacta,0.0466019793361,280572000,558114600,0.000149440436151,97246.1626781,0.00472572152766,0.0149440436151,0.0334158973821,0.0472572152766
2025-06-01_1_03,2025-06-01,exacta,0.0458083686236,312815900,591442900,0.000158870799915,83138.3663649,0.00502393581424,0.0158870799915,0.0355245908249,0.0502393581424
2025-06-01_1_06,2025-06-01,exacta,0.0382986169269,315263300,575621100,0.000211270376602,32861.6199249,0.00668095592183,0.0211270376602,0.0472414923713,0.0668095592183
2025-06-01_1_08,2025-06-01,exacta,0.0516183812239,405156900,718383200,0.000142179334916,131806.189486,0.00449610534544,0.0142179334916,0.0317922657869,0.0449610534544
2025-06-01_1_09,2025-06-01,exacta,0.0466762549982,390530900,663305200,0.000163160485684,81839.3231166,0.00515958758899,0.0163160485684,0.036483793723,0.0515958758899
2025-06-01_1_10,2025-06-01,exacta,0.0670942758968,367562400,609478500,0.000188045566214,127304.789894,0.00594652293132,0.0188045566214,0.0420482668922,0.0594652293132
2025-06-06_2_05,2025-06-06,exacta,0.0478101905013,173511800,348313300,0.000312927603849,23342.8134359,0.00989563970903,0.0312927603849,0.0699727394243,0.0989563970903
2025-06-06_2_06,2025-06-06,exacta,0.0446755954139,189095700,369579700,0.000283958209965,24753.227823,0.00897954703793,0.0283958209965,0.063494986025,0.0897954703793
2025-06-06_2_08,2025-06-06,exacta,0.0511966574237,214551000,429481400,0.000236152189776,47000.1517858,0.00746778794128,0.0236152189776,0.0528052349374,0.0746778794128
2025-06-06_3_07,2025-06-06,exacta,0.0772759849802,220976700,412412600,0.00026821493477,83008.6184139,0.00848170096348,0.026821493477,0.0599746826727,0.0848170096348
2025-06-07_1_05,2025-06-07,exacta,0.035244855531,306660300,563118900,0.000183803028302,36769.3662524,0.00581236210272,0.0183803028302,0.0410996065754,0.0581236210272
2025-06-07_1_06,2025-06-07,exacta,0.0384022001092,330274700,569280900,0.000153942946486,62228.9715034,0.00486810340612,0.0153942946486,0.0344226892998,0.0486810340612
2025-06-07_1_07,2025-06-07,exacta,0.0305126679281,277962800,510903500,0.000193968153798,24745.6861721,0.00613381159539,0.0193968153798,0.0433725977362,0.0613381159539
2025-06-07_1_08,2025-06-07,exacta,0.0577153308371,298150700,543292200,0.000179980365166,102832.909029,0.00569147888035,0.0179980365166,0.0402448331127,0.0569147888035
2025-06-07_2_06,2025-06-07,exacta,0.0642321136482,209821900,412950200,0.00028081526196,52319.430945,0.0088801582953,0.028081526196,0.0627922014862,0.088801582953
2025-06-07_2_07,2025-06-07,exacta,0.0665222116876,211478400,438457100,0.000289372197619,52846.9289786,0.00915075236003,0.0289372197619,0.0647055904674,0.0915075236003
2025-06-08_1_06,2025-06-08,exacta,0.0516222225051,367914600,630592100,0.000162347339523,101107.42381,0.00513387364962,0.0162347339523,0.036301968714,0.0513387364962
2025-06-08_1_09,2025-06-08,exacta,0.0531049702612,429116400,706937800,0.000171289951039,96118.4081038,0.00541666385582,0.0171289951039,0.0383015974386,0.0541666385582
2025-06-08_3_04,2025-06-08,exacta,0.0513924167584,278300100,489482800,0.000247209961947,43218.1474347,0.00781746540036,0.0247209961947,0.0552778279629,0.0781746540036
2025-06-13_2_02,2025-06-13,exacta,0.0754722962148,120889900,287761000,0.000292562951346,66548.2240226,0.00925165285236,0.0292562951346,0.0654190646908,0.0925165285236
2025-06-13_2_06,2025-06-13,exacta,0.0915760594246,162664200,314820800,0.000323248325713,80258.5547713,0.0102220095909,0.0323248325713,0.0722805229908,0.102220095909
2025-06-13_3_01,2025-06-13,exacta,0.0519646799303,112889700,299835600,0.000261402923631,39518.0614416,0.008266286257,0.0261402923631,0.0584514706756,0.08266286257
2025-06-13_3_04,2025-06-13,exacta,0.05111984226,182793100,371115400,0.000225713050312,51293.8940356,0.00713767336612,0.0225713050312,0.0504709723908,0.0713767336612
2025-06-13_3_05,2025-06-13,exacta,0.0519456016333,157404300,310064300,0.000336126309378,23883.2017448,0.0106292471914,0.0336126309378,0.0751601276796,0.106292471914
2025-06-14_2_01,2025-06-14,exacta,0.0612789679437,176959800,472903600,0.000177137820392,119674.133466,0.00560158972197,0.0177137820392,0.0396092207783,0.0560158972197
2025-06-14_2_02,2025-06-14,exacta,0.069473249234,192157000,403753100,0.000261728257643,70458.5975017,0.0082765742218,0.0261728257643,0.0585242175723,0.082765742218
2025-06-14_2_05,2025-06-14,exacta,0.053391005522,237523600,434838200,0.000243510921681,48072.7881395,0.00770049147637,0.0243510921681,0.0544506974141,0.0770049147637
2025-06-14_2_06,2025-06-14,exacta,0.0795326056984,244110200,449218400,0.000253077123904,98760.8097492,0.0080030013522,0.0253077123904,0.0565897652599,0.080030013522
2025-06-14_2_07,2025-06-14,exacta,0.0624270122077,303959000,555752200,0.000161382662257,149634.366249,0.00510336787594,0.0161382662257,0.0360862603196,0.0510336787594
2025-06-15_1_01,2025-06-15,exacta,0.0557832342541,247487400,493667600,0.000122933642612,205904.520165,0.00388750311715,0.0122933642612,0.0274887981602,0.0388750311715
2025-06-15_1_03,2025-06-15,exacta,0.0464770009773,283782600,597859000,0.000161109535253,83221.1481889,0.00509473084172,0.0161109535253,0.036025187265,0.0509473084172
2025-06-15_1_09,2025-06-15,exacta,0.0517279740148,338927300,559203600,0.000233165327631,49217.8907768,0.00737333506693,0.0233165327631,0.0521373522579,0.0737333506693
2025-06-15_1_10,2025-06-15,exacta,0.0590708398951,308373100,519041200,0.00023822004659,61487.9028993,0.00753317931537,0.023822004659,0.0532676217779,0.0753317931537
2025-06-15_1_11,2025-06-15,exacta,0.0637926568159,427339900,675005900,0.000174570126163,133536.973224,0.00552039210098,0.0174570126163,0.0390350668941,0.0552039210098
2025-06-15_3_03,2025-06-15,exacta,0.0448915042251,306916000,560722400,0.000206321120857,47341.3827877,0.00652444671308,0.0206321120857,0.0461348051431,0.0652444671308
2025-06-15_3_06,2025-06-15,exacta,0.0575009167665,418205900,658134500,0.00018524374837,96352.3734931,0.00585792167157,0.018524374837,0.0414217613762,0.0585792167157
2025-06-20_2_07,2025-06-20,exacta,0.0783352867909,186404100,381432100,0.000260610861333,90350.3527081,0.0082412390479,0.0260610861333,0.0582743601615,0.082412390479
2025-06-20_2_08,2025-06-20,exacta,0.0626785314533,197358300,404144900,0.000270895152498,53534.6734121,0.00856645688991,0.0270895152498,0.060573997576,0.0856645688991
2025-06-21_1_05,2025-06-21,exacta,0.0443781540519,366506100,642668100,0.000152932455579,84205.2448548,0.00483614887793,0.0152932455579,0.0341967366641,0.0483614887793
2025-06-21_1_06,2025-06-21,exacta,0.045977452553,325625800,519434600,0.000182661273678,63357.3270223,0.00577625665131,0.0182661273678,0.0408443024802,0.0577625665131
2025-06-21_1_07,2025-06-21,exacta,0.0458201196793,322463200,551647000,0.000189121268775,58699.1338301,0.00598053963311,0.0189121268775,0.0422888012973,0.0598053963311
2025-06-21_2_03,2025-06-21,exacta,0.070183476564,215998500,429083800,0.000265063080672,70108.5963693,0.00838203058544,0.0265063080672,0.0592699066708,0.0838203058544
2025-06-21_2_06,2025-06-21,exacta,0.0574182452743,283789900,505984800,0.000226633291334,64187.7895941,0.00716677394236,0.0226633291334,0.0506767445388,0.0716677394236
2025-06-21_2_07,2025-06-21,exacta,0.058973682802,291133000,531022400,0.000211476346465,77766.5623531,0.00668746926079,0.0211476346465,0.0472875486328,0.0668746926079
2025-06-22_1_06,2025-06-22,exacta,0.0494193699,381522700,693859900,0.000149489419334,109288.256529,0.00472727051192,0.0149489419334,0.0334268503548,0.0472727051192
2025-06-22_1_09,2025-06-22,exacta,0.0539109869452,440283300,710548800,0.000149008218085,130898.335027,0.00471205359232,0.0149008218085,0.0333192504844,0.0471205359232
2025-06-22_1_11,2025-06-22,exacta,0.0719477420936,485378500,814126200,0.000141575775972,258259.578023,0.00447701913577,0.0141575775972,0.0316573059041,0.0447701913577
2025-06-27_2_03,2025-06-27,exacta,0.0797073906915,166051400,335594200,0.000311565102589,65448.4806259,0.00985255363606,0.0311565102589,0.0696680748806,0.0985255363606
2025-06-27_2_05,2025-06-27,exacta,0.0987278803627,163795500,321013200,0.000323124757062,93355.3385474,0.010218102007,0.0323124757062,0.0722528922004,0.10218102007
2025-06-27_2_06,2025-06-27,exacta,0.0669517337408,173605700,343586700,0.000306773544369,47630.7968599,0.0097010312609,0.0306773544369,0.0685966498908,0.097010312609
2025-06-27_2_07,2025-06-27,exacta,0.0477608968552,205185900,411255800,0.000208950464037,52246.6280669,0.00660759384506,0.0208950464037,0.0467227441517,0.0660759384506
2025-06-27_2_08,2025-06-27,exacta,0.0770247188976,203714500,395252800,0.000266485337576,83543.6810742,0.00842700629779,0.0266485337576,0.0595879329827,0.0842700629779
2025-06-27_3_08,2025-06-27,exacta,0.0667381712576,213789500,425144700,0.000273306677987,59627.708177,0.00864271602174,0.0273306677987,0.0611132310684,0.0864271602174
2025-06-28_1_03,2025-06-28,exacta,0.053118879916,299132000,609002300,0.000152927981869,120649.048955,0.00483600740678,0.0152927981869,0.034195736312,0.0483600740678
2025-06-28_2_05,2025-06-28,exacta,0.0796859895828,264729800,458626500,0.00025029032677,101362.149109,0.00791487508901,0.025029032677,0.0559666184768,0.0791487508901
2025-06-28_2_07,2025-06-28,exacta,0.0687171194185,297366200,553784400,0.000183811658974,139760.286472,0.00581263502852,0.0183811658974,0.0411015364523,0.0581263502852
2025-06-29_1_07,2025-06-29,exacta,0.0737193456616,363593200,626314800,0.000184358385643,159895.834682,0.00582992404383,0.0184358385643,0.0412237882519,0.0582992404383
2025-06-29_1_10,2025-06-29,exacta,0.058414484564,309221400,509258800,0.000269019422539,47149.1454279,0.00850714110046,0.0269019422539,0.0601545716064,0.0850714110046
2025-06-29_3_01,2025-06-29,exacta,0.0768077490244,112751100,131028500,0.000402631668945,36391.0186664,0.0127323313198,0.0402631668945,0.0900311781656,0.127323313198
2025-07-04_2_05,2025-07-04,exacta,0.0646134226603,165648500,341102600,0.00029887249832,46738.3725264,0.00945117824676,0.029887249832,0.0668299222849,0.0945117824676
2025-07-04_2_07,2025-07-04,exacta,0.0700110962319,193690500,415052500,0.000204558770595,117137.93022,0.00646871630443,0.0204558770595,0.0457407316443,0.0646871630443
2025-07-04_2_08,2025-07-04,exacta,0.074115106198,179515300,397836300,0.000228564900523,105146.3963,0.00722785678822,0.0228564900523,0.0511086654839,0.0722785678822
2025-07-04_3_03,2025-07-04,exacta,0.0408663521966,160027700,322832900,0.000288085816467,20122.7806578,0.00911007341624,0.0288085816467,0.0644179468973,0.0911007341624
2025-07-05_1_06,2025-07-05,exacta,0.0538996984548,318352400,564084000,0.000185725402545,84222.8734723,0.00587315291394,0.0185725402545,0.0415294625239,0.0587315291394
2025-07-05_1_07,2025-07-05,exacta,0.0712025569625,321936000,632711900,0.000143987008675,244536.989405,0.00455326900886,0.0143987008675,0.0321964739273,0.0455326900886
2025-07-05_1_08,2025-07-05,exacta,0.0538709582086,298101100,565190900,0.000180105884583,89465.0884189,0.00569544815283,0.0180105884583,0.0402729001076,0.0569544815283
2025-07-05_1_09,2025-07-05,exacta,0.0811304128362,308676700,557936200,0.000224003235593,131177.330558,0.00708360427721,0.0224003235593,0.0500886461966,0.0708360427721
2025-07-05_2_04,2025-07-05,exacta,0.0779683260465,237102500,427922300,0.000255335781514,93242.3181799,0.00807442637723,0.0255335781514,0.0570948164553,0.0807442637723
2025-07-05_2_05,2025-07-05,exacta,0.0751448616618,241980400,431402900,0.000255137890258,86745.8403321,0.00806816850625,0.0255137890258,0.0570505666253,0.0806816850625
2025-07-05_2_06,2025-07-05,exacta,0.045841164933,263794500,476009700,0.000182040951962,63412.2400861,0.00575664035626,0.0182040951962,0.0407055943276,0.0575664035626
2025-07-05_2_07,2025-07-05,exacta,0.0495191924828,316792600,596431100,0.000164596284948,90512.1853213,0.00520499154838,0.0164596284948,0.0368048481988,0.0520499154838
