target_market,model,n_races,n_race_dates,median_tv,race_boot_ci_low,race_boot_ci_high,race_day_cluster_ci_low,race_day_cluster_ci_high,bootstrap_reps,tracked_n_races,tracked_median_tv,tracked_abs_diff,tracked_matches
exacta,harville,3338,979,0.111964893055,0.111033270798,0.112973161051,0.110955780871,0.113123412463,4999,3338,0.111964893055,3.45320994022e-13,True
exacta,main,3338,979,0.0555015998124,0.0550216177602,0.056060768318,0.0549418612405,0.0561738109889,4999,3338,0.0555015998124,3.70051211895e-14,True
quinella,harville,3338,979,0.109100529262,0.108140358342,0.110349677189,0.108121407289,0.11035659809,4999,3338,0.109100529262,3.4647285041e-13,True
quinella,main,3338,979,0.0636531247876,0.062963737788,0.0646170775083,0.0628684057774,0.0647001727012,4999,3338,0.0636531247876,4.50056658607e-14,True
trio,harville,3338,979,0.152002376873,0.150130192896,0.15331872436,0.150112587369,0.153374767881,4999,3338,0.152002376873,1.38500322322e-14,True
trio,main,3338,979,0.0443831575508,0.0438849561901,0.044867391414,0.0436373661735,0.0449671458777,4999,3338,0.0443831575508,4.71081507136e-14,True
win,harville,3338,979,5.72458747072e-17,5.55111512313e-17,5.89805981832e-17,5.55111512313e-17,5.89805981832e-17,4999,3338,9.02056207508e-17,3.29597460436e-17,True
win,main,3338,979,0.0678601097491,0.0667053279135,0.0691257652015,0.0666420669713,0.0691480256812,4999,3338,0.0678601097491,3.57491813929e-14,True
