race_id,race_date,target_market,model,tv
2018-06-01_2_04,2018-06-01,quinella,harville,0.164437080034
2018-06-01_2_04,2018-06-01,trio,main,0.0376964534433
2018-06-01_2_04,2018-06-01,trio,harville,0.139881419688
2018-06-01_2_05,2018-06-01,win,main,0.0506954307151
2018-06-01_2_05,2018-06-01,win,harville,6.93889390391e-17
2018-06-01_2_05,2018-06-01,exacta,main,0.0317047700803
2018-06-01_2_05,2018-06-01,exacta,harville,0.0981285351023
2018-06-01_2_05,2018-06-01,quinella,main,0.0526626863409
2018-06-01_2_05,2018-06-01,quinella,harville,0.0993181085639
2018-06-01_2_05,2018-06-01,trio,main,0.036031817762
2018-06-01_2_05,2018-06-01,trio,harville,0.138335361681
2018-06-01_3_01,2018-06-01,win,main,0.05428425816
2018-06-01_3_01,2018-06-01,win,harville,3.64291929955e-17
2018-06-01_3_01,2018-06-01,exacta,main,0.0344946780455
2018-06-01_3_01,2018-06-01,exacta,harville,0.118372276374
2018-06-01_3_01,2018-06-01,quinella,main,0.0523654246078
2018-06-01_3_01,2018-06-01,quinella,harville,0.141524548413
2018-06-01_3_01,2018-06-01,trio,main,0.0351773513499
2018-06-01_3_01,2018-06-01,trio,harville,0.134127461383
2018-06-01_3_04,2018-06-01,win,main,0.0605770487328
2018-06-01_3_04,2018-06-01,win,harville,5.89805981832e-17
2018-06-01_3_04,2018-06-01,exacta,main,0.0455639582721
2018-06-01_3_04,2018-06-01,exacta,harville,0.155802387808
2018-06-01_3_04,2018-06-01,quinella,main,0.0730868509
2018-06-01_3_04,2018-06-01,quinella,harville,0.181137308144
2018-06-01_3_04,2018-06-01,trio,main,0.036555682636
2018-06-01_3_04,2018-06-01,trio,harville,0.221819203828
2018-06-01_3_05,2018-06-01,win,main,0.0746505907756
2018-06-01_3_05,2018-06-01,win,harville,8.32667268469e-17
2018-06-01_3_05,2018-06-01,exacta,main,0.0567689560774
2018-06-01_3_05,2018-06-01,exacta,harville,0.15340519124
2018-06-01_3_05,2018-06-01,quinella,main,0.0450570469778
2018-06-01_3_05,2018-06-01,quinella,harville,0.13316145472
2018-06-01_3_05,2018-06-01,trio,main,0.0332453606117
2018-06-01_3_05,2018-06-01,trio,harville,0.162214042551
2018-06-01_3_06,2018-06-01,win,main,0.114182523082
2018-06-01_3_06,2018-06-01,win,harville,1.01481323345e-16
2018-06-01_3_06,2018-06-01,exacta,main,0.063361048611
2018-06-01_3_06,2018-06-01,exacta,harville,0.163540545635
2018-06-01_3_06,2018-06-01,quinella,main,0.0617713401609
2018-06-01_3_06,2018-06-01,quinella,harville,0.155847907891
2018-06-01_3_06,2018-06-01,trio,main,0.0371601270351
2018-06-01_3_06,2018-06-01,trio,harville,0.204896482117
2018-06-01_3_08,2018-06-01,win,main,0.0550463903592
2018-06-01_3_08,2018-06-01,win,harville,3.98986399475e-17
2018-06-01_3_08,2018-06-01,exacta,main,0.0514695522641
2018-06-01_3_08,2018-06-01,exacta,harville,0.0877121894186
2018-06-01_3_08,2018-06-01,quinella,main,0.0508152654514
2018-06-01_3_08,2018-06-01,quinella,harville,0.0975213233786
2018-06-01_3_08,2018-06-01,trio,main,0.0368191345493
2018-06-01_3_08,2018-06-01,trio,harville,0.0911992296873
2018-06-01_3_10,2018-06-01,win,main,0.0590821206503
2018-06-01_3_10,2018-06-01,win,harville,1.73472347598e-17
2018-06-01_3_10,2018-06-01,exacta,main,0.0632179118475
2018-06-01_3_10,2018-06-01,exacta,harville,0.077996658337
2018-06-01_3_10,2018-06-01,quinella,main,0.095274280571
2018-06-01_3_10,2018-06-01,quinella,harville,0.0998324935411
2018-06-01_3_10,2018-06-01,trio,main,0.0636851628773
2018-06-01_3_10,2018-06-01,trio,harville,0.183394692467
2018-06-02_1_03,2018-06-02,win,main,0.0700329232446
2018-06-02_1_03,2018-06-02,win,harville,4.51028103754e-17
2018-06-02_1_03,2018-06-02,exacta,main,0.0572576856355
2018-06-02_1_03,2018-06-02,exacta,harville,0.130386035377
2018-06-02_1_03,2018-06-02,quinella,main,0.0927501180089
2018-06-02_1_03,2018-06-02,quinella,harville,0.156363747782
2018-06-02_1_03,2018-06-02,trio,main,0.0548313291202
2018-06-02_1_03,2018-06-02,trio,harville,0.176228944974
2018-06-02_1_07,2018-06-02,win,main,0.0829658782386
2018-06-02_1_07,2018-06-02,win,harville,6.41847686111e-17
2018-06-02_1_07,2018-06-02,exacta,main,0.0445993893731
2018-06-02_1_07,2018-06-02,exacta,harville,0.113949935955
2018-06-02_1_07,2018-06-02,quinella,main,0.0589199925088
2018-06-02_1_07,2018-06-02,quinella,harville,0.104353112879
2018-06-02_1_07,2018-06-02,trio,main,0.0544592399348
2018-06-02_1_07,2018-06-02,trio,harville,0.131298933132
2018-06-02_1_08,2018-06-02,win,main,0.0633070678667
2018-06-02_1_08,2018-06-02,win,harville,5.72458747072e-17
2018-06-02_1_08,2018-06-02,exacta,main,0.0463068173787
2018-06-02_1_08,2018-06-02,exacta,harville,0.0948799407484
2018-06-02_1_08,2018-06-02,quinella,main,0.0777820661197
2018-06-02_1_08,2018-06-02,quinella,harville,0.0960836468176
2018-06-02_1_08,2018-06-02,trio,main,0.0355156782037
2018-06-02_1_08,2018-06-02,trio,harville,0.146601601029
2018-06-02_2_02,2018-06-02,win,main,0.109977393106
2018-06-02_2_02,2018-06-02,win,harville,2.08166817117e-17
2018-06-02_2_02,2018-06-02,exacta,main,0.058639555582
2018-06-02_2_02,2018-06-02,exacta,harville,0.13388715661
2018-06-02_2_02,2018-06-02,quinella,main,0.0922017761591
2018-06-02_2_02,2018-06-02,quinella,harville,0.173242181034
2018-06-02_2_02,2018-06-02,trio,main,0.0442843958286
2018-06-02_2_02,2018-06-02,trio,harville,0.167910347575
2018-06-02_2_05,2018-06-02,win,main,0.0907138706747
2018-06-02_2_05,2018-06-02,win,harville,3.64291929955e-17
2018-06-02_2_05,2018-06-02,exacta,main,0.0586028010265
2018-06-02_2_05,2018-06-02,exacta,harville,0.0970097988821
2018-06-02_2_05,2018-06-02,quinella,main,0.088593347967
2018-06-02_2_05,2018-06-02,quinella,harville,0.0769873537798
2018-06-02_2_05,2018-06-02,trio,main,0.0421624394198
2018-06-02_2_05,2018-06-02,trio,harville,0.0995353435443
2018-06-02_2_08,2018-06-02,win,main,0.144855603686
2018-06-02_2_08,2018-06-02,win,harville,6.93889390391e-17
2018-06-02_2_08,2018-06-02,exacta,main,0.103983554467
2018-06-02_2_08,2018-06-02,exacta,harville,0.209029208441
2018-06-02_2_08,2018-06-02,quinella,main,0.0794202794292
2018-06-02_2_08,2018-06-02,quinella,harville,0.0840932086263
2018-06-02_2_08,2018-06-02,trio,main,0.0670125864368
2018-06-02_2_08,2018-06-02,trio,harville,0.143688773102
2018-06-03_3_01,2018-06-03,win,main,0.0642181469919
2018-06-03_3_01,2018-06-03,win,harville,1.73472347598e-17
2018-06-03_3_01,2018-06-03,exacta,main,0.0502773876626
2018-06-03_3_01,2018-06-03,exacta,harville,0.0769237306176
2018-06-03_3_01,2018-06-03,quinella,main,0.0611422487578
2018-06-03_3_01,2018-06-03,quinella,harville,0.0473892101949
2018-06-03_3_01,2018-06-03,trio,main,0.0390712117268
2018-06-03_3_01,2018-06-03,trio,harville,0.11843689383
2018-06-03_3_05,2018-06-03,win,main,0.0557415587947
2018-06-03_3_05,2018-06-03,win,harville,7.4593109467e-17
2018-06-03_3_05,2018-06-03,exacta,main,0.0455237845
2018-06-03_3_05,2018-06-03,exacta,harville,0.0719127707145
2018-06-03_3_05,2018-06-03,quinella,main,0.0530102797177
2018-06-03_3_05,2018-06-03,quinella,harville,0.0653085417601
2018-06-03_3_05,2018-06-03,trio,main,0.0390825946353
2018-06-03_3_05,2018-06-03,trio,harville,0.0883964078687
2018-06-08_2_03,2018-06-08,win,main,0.0653921842661
2018-06-08_2_03,2018-06-08,win,harville,4.16333634234e-17
2018-06-08_2_03,2018-06-08,exacta,main,0.0470046127243
2018-06-08_2_03,2018-06-08,exacta,harville,0.0930096337254
2018-06-08_2_03,2018-06-08,quinella,main,0.0616634259281
2018-06-08_2_03,2018-06-08,quinella,harville,0.116462692555
2018-06-08_2_03,2018-06-08,trio,main,0.0549846167328
2018-06-08_2_03,2018-06-08,trio,harville,0.144704415718
2018-06-08_2_07,2018-06-08,win,main,0.111564409129
2018-06-08_2_07,2018-06-08,win,harville,4.16333634234e-17
2018-06-08_2_07,2018-06-08,exacta,main,0.150697375069
2018-06-08_2_07,2018-06-08,exacta,harville,0.22181030255
2018-06-08_2_07,2018-06-08,quinella,main,0.0692942445617
2018-06-08_2_07,2018-06-08,quinella,harville,0.181880026723
2018-06-08_2_07,2018-06-08,trio,main,0.089107664444
2018-06-08_2_07,2018-06-08,trio,harville,0.187220854466
2018-06-08_3_04,2018-06-08,win,main,0.0746197638078
2018-06-08_3_04,2018-06-08,win,harville,9.02056207508e-17
2018-06-08_3_04,2018-06-08,exacta,main,0.0255170708588
2018-06-08_3_04,2018-06-08,exacta,harville,0.0899619540092
2018-06-08_3_04,2018-06-08,quinella,main,0.0343238023439
2018-06-08_3_04,2018-06-08,quinella,harville,0.0869390180756
2018-06-08_3_04,2018-06-08,trio,main,0.0307827198304
2018-06-08_3_04,2018-06-08,trio,harville,0.101687881659
2018-06-08_3_09,2018-06-08,win,main,0.0499726573358
2018-06-08_3_09,2018-06-08,win,harville,1.07552855511e-16
2018-06-08_3_09,2018-06-08,exacta,main,0.06247629701
2018-06-08_3_09,2018-06-08,exacta,harville,0.105343693261
2018-06-08_3_09,2018-06-08,quinella,main,0.0751935158776
2018-06-08_3_09,2018-06-08,quinella,harville,0.127929265701
2018-06-08_3_09,2018-06-08,trio,main,0.0577377372254
2018-06-08_3_09,2018-06-08,trio,harville,0.173580300008
2018-06-09_1_01,2018-06-09,win,main,0.0462604128135
2018-06-09_1_01,2018-06-09,win,harville,6.93889390391e-17
2018-06-09_1_01,2018-06-09,exacta,main,0.0279561636445
2018-06-09_1_01,2018-06-09,exacta,harville,0.103890466773
2018-06-09_1_01,2018-06-09,quinella,main,0.0300362323992
2018-06-09_1_01,2018-06-09,quinella,harville,0.0863988670088
2018-06-09_1_01,2018-06-09,trio,main,0.0379601691104
2018-06-09_1_01,2018-06-09,trio,harville,0.180667525232
2018-06-09_1_03,2018-06-09,win,main,0.0335617615964
2018-06-09_1_03,2018-06-09,win,harville,6.24500451352e-17
2018-06-09_1_03,2018-06-09,exacta,main,0.0421403003847
2018-06-09_1_03,2018-06-09,exacta,harville,0.0985010507663
2018-06-09_1_03,2018-06-09,quinella,main,0.0646318074788
2018-06-09_1_03,2018-06-09,quinella,harville,0.0912999091186
2018-06-09_1_03,2018-06-09,trio,main,0.0493121886644
2018-06-09_1_03,2018-06-09,trio,harville,0.114067279188
2018-06-09_1_05,2018-06-09,win,main,0.0385203615162
2018-06-09_1_05,2018-06-09,win,harville,5.72458747072e-17
2018-06-09_1_05,2018-06-09,exacta,main,0.0398411592392
2018-06-09_1_05,2018-06-09,exacta,harville,0.0996235635399
2018-06-09_1_05,2018-06-09,quinella,main,0.0392854529523
2018-06-09_1_05,2018-06-09,quinella,harville,0.0823880180786
2018-06-09_1_05,2018-06-09,trio,main,0.0401203635312
2018-06-09_1_05,2018-06-09,trio,harville,0.114079777132
2018-06-09_2_02,2018-06-09,win,main,0.0678412076083
2018-06-09_2_02,2018-06-09,win,harville,6.85215773011e-17
2018-06-09_2_02,2018-06-09,exacta,main,0.072659640971
2018-06-09_2_02,2018-06-09,exacta,harville,0.0921448168175
2018-06-09_2_02,2018-06-09,quinella,main,0.101629900835
2018-06-09_2_02,2018-06-09,quinella,harville,0.0815793536291
2018-06-09_2_02,2018-06-09,trio,main,0.0547049436726
2018-06-09_2_02,2018-06-09,trio,harville,0.119631093316
2018-06-09_2_07,2018-06-09,win,main,0.0878314607065
2018-06-09_2_07,2018-06-09,win,harville,8.32667268469e-17
2018-06-09_2_07,2018-06-09,exacta,main,0.145634495547
2018-06-09_2_07,2018-06-09,exacta,harville,0.193000110986
2018-06-09_2_07,2018-06-09,quinella,main,0.104186831368
2018-06-09_2_07,2018-06-09,quinella,harville,0.102982641825
2018-06-09_2_07,2018-06-09,trio,main,0.0779975169587
2018-06-09_2_07,2018-06-09,trio,harville,0.172976847451
2018-06-10_1_05,2018-06-10,win,main,0.0134145806243
2018-06-10_1_05,2018-06-10,win,harville,9.19403442268e-17
2018-06-10_1_05,2018-06-10,exacta,main,0.0380387645686
2018-06-10_1_05,2018-06-10,exacta,harville,0.0860057360635
2018-06-10_1_05,2018-06-10,quinella,main,0.0458038011635
2018-06-10_1_05,2018-06-10,quinella,harville,0.102452226325
2018-06-10_1_05,2018-06-10,trio,main,0.0368875869528
2018-06-10_1_05,2018-06-10,trio,harville,0.16124506407
2018-06-10_1_08,2018-06-10,win,main,0.073733915623
2018-06-10_1_08,2018-06-10,win,harville,3.46944695195e-17
2018-06-10_1_08,2018-06-10,exacta,main,0.0562125794297
2018-06-10_1_08,2018-06-10,exacta,harville,0.0928180858524
2018-06-10_1_08,2018-06-10,quinella,main,0.0759561696451
2018-06-10_1_08,2018-06-10,quinella,harville,0.107426650673
2018-06-10_1_08,2018-06-10,trio,main,0.0408751589735
2018-06-10_1_08,2018-06-10,trio,harville,0.104645400855
2018-06-10_3_03,2018-06-10,win,main,0.0368121089468
2018-06-10_3_03,2018-06-10,win,harville,6.93889390391e-17
2018-06-10_3_03,2018-06-10,exacta,main,0.0412288354343
2018-06-10_3_03,2018-06-10,exacta,harville,0.0759706445288
2018-06-10_3_03,2018-06-10,quinella,main,0.0479895604396
2018-06-10_3_03,2018-06-10,quinella,harville,0.0657051399037
2018-06-10_3_03,2018-06-10,trio,main,0.0288567085951
2018-06-10_3_03,2018-06-10,trio,harville,0.103850860018
2018-06-10_3_04,2018-06-10,win,main,0.0887904400615
2018-06-10_3_04,2018-06-10,win,harville,4.25007251614e-17
2018-06-10_3_04,2018-06-10,exacta,main,0.0613624681842
2018-06-10_3_04,2018-06-10,exacta,harville,0.0800387365248
2018-06-10_3_04,2018-06-10,quinella,main,0.0739513207559
2018-06-10_3_04,2018-06-10,quinella,harville,0.0937309374685
2018-06-10_3_04,2018-06-10,trio,main,0.0540671084105
2018-06-10_3_04,2018-06-10,trio,harville,0.128349489346
2018-06-10_3_05,2018-06-10,win,main,0.100095838995
2018-06-10_3_05,2018-06-10,win,harville,4.51028103754e-17
2018-06-10_3_05,2018-06-10,exacta,main,0.056625793015
2018-06-10_3_05,2018-06-10,exacta,harville,0.0982540703406
2018-06-10_3_05,2018-06-10,quinella,main,0.0714223034599
2018-06-10_3_05,2018-06-10,quinella,harville,0.103721384763
2018-06-10_3_05,2018-06-10,trio,main,0.0417389838316
2018-06-10_3_05,2018-06-10,trio,harville,0.120307745679
2018-06-10_3_06,2018-06-10,win,main,0.0488771869185
2018-06-10_3_06,2018-06-10,win,harville,9.02056207508e-17
2018-06-10_3_06,2018-06-10,exacta,main,0.0468742301775
2018-06-10_3_06,2018-06-10,exacta,harville,0.070299585676
2018-06-10_3_06,2018-06-10,quinella,main,0.0528610281564
2018-06-10_3_06,2018-06-10,quinella,harville,0.0662277722285
2018-06-10_3_06,2018-06-10,trio,main,0.0418535451579
2018-06-10_3_06,2018-06-10,trio,harville,0.0750453108639
2018-06-15_2_01,2018-06-15,win,main,0.105558445377
2018-06-15_2_01,2018-06-15,win,harville,3.46944695195e-17
2018-06-15_2_01,2018-06-15,exacta,main,0.0586440871108
2018-06-15_2_01,2018-06-15,exacta,harville,0.14829310494
2018-06-15_2_01,2018-06-15,quinella,main,0.105289207574
2018-06-15_2_01,2018-06-15,quinella,harville,0.152072264917
2018-06-15_2_01,2018-06-15,trio,main,0.0584188302834
2018-06-15_2_01,2018-06-15,trio,harville,0.21326195133
2018-06-15_2_02,2018-06-15,win,main,0.0918892960256
2018-06-15_2_02,2018-06-15,win,harville,1.3357370765e-16
2018-06-15_2_02,2018-06-15,exacta,main,0.0330991656471
2018-06-15_2_02,2018-06-15,exacta,harville,0.161508428962
2018-06-15_2_02,2018-06-15,quinella,main,0.0728985794129
2018-06-15_2_02,2018-06-15,quinella,harville,0.200944503501
2018-06-15_2_02,2018-06-15,trio,main,0.0557980275906
2018-06-15_2_02,2018-06-15,trio,harville,0.211772562441
2018-06-15_2_04,2018-06-15,win,main,0.0590472254261
2018-06-15_2_04,2018-06-15,win,harville,4.16333634234e-17
2018-06-15_2_04,2018-06-15,exacta,main,0.0609571691326
2018-06-15_2_04,2018-06-15,exacta,harville,0.121269309875
2018-06-15_2_04,2018-06-15,quinella,main,0.0608794662628
2018-06-15_2_04,2018-06-15,quinella,harville,0.148693647215
2018-06-15_2_04,2018-06-15,trio,main,0.0599453721548
2018-06-15_2_04,2018-06-15,trio,harville,0.147568940322
2018-06-15_3_01,2018-06-15,win,main,0.0709546632315
2018-06-15_3_01,2018-06-15,win,harville,1.12757025938e-16
2018-06-15_3_01,2018-06-15,exacta,main,0.0375416054051
2018-06-15_3_01,2018-06-15,exacta,harville,0.122562783834
2018-06-15_3_01,2018-06-15,quinella,main,0.0544800918874
2018-06-15_3_01,2018-06-15,quinella,harville,0.107844167129
2018-06-15_3_01,2018-06-15,trio,main,0.0438827822708
2018-06-15_3_01,2018-06-15,trio,harville,0.135181649051
2018-06-15_3_02,2018-06-15,win,main,0.0842486738673
2018-06-15_3_02,2018-06-15,win,harville,8.32667268469e-17
2018-06-15_3_02,2018-06-15,exacta,main,0.0383891002115
2018-06-15_3_02,2018-06-15,exacta,harville,0.0868364785688
2018-06-15_3_02,2018-06-15,quinella,main,0.0498677190209
2018-06-15_3_02,2018-06-15,quinella,harville,0.0887885227411
2018-06-15_3_02,2018-06-15,trio,main,0.0468070417913
2018-06-15_3_02,2018-06-15,trio,harville,0.083275365819
2018-06-16_1_04,2018-06-16,win,main,0.0463801139254
2018-06-16_1_04,2018-06-16,win,harville,6.24500451352e-17
2018-06-16_1_04,2018-06-16,exacta,main,0.0542423363657
2018-06-16_1_04,2018-06-16,exacta,harville,0.109643736755
2018-06-16_1_04,2018-06-16,quinella,main,0.0768423311205
2018-06-16_1_04,2018-06-16,quinella,harville,0.132742750953
2018-06-16_1_04,2018-06-16,trio,main,0.0517168509979
2018-06-16_1_04,2018-06-16,trio,harville,0.16087130032
2018-06-16_1_05,2018-06-16,win,main,0.0760408922584
2018-06-16_1_05,2018-06-16,win,harville,8.32667268469e-17
2018-06-16_1_05,2018-06-16,exacta,main,0.0289639575683
2018-06-16_1_05,2018-06-16,exacta,harville,0.115832594801
2018-06-16_1_05,2018-06-16,quinella,main,0.0354814515226
2018-06-16_1_05,2018-06-16,quinella,harville,0.100496246882
2018-06-16_1_05,2018-06-16,trio,main,0.0234819966488
2018-06-16_1_05,2018-06-16,trio,harville,0.15220997434
2018-06-16_1_06,2018-06-16,win,main,0.0402016051727
2018-06-16_1_06,2018-06-16,win,harville,4.16333634234e-17
2018-06-16_1_06,2018-06-16,exacta,main,0.0352468669227
2018-06-16_1_06,2018-06-16,exacta,harville,0.0618678322338
2018-06-16_1_06,2018-06-16,quinella,main,0.0505417437542
2018-06-16_1_06,2018-06-16,quinella,harville,0.0854210643909
2018-06-16_1_06,2018-06-16,trio,main,0.0367741566665
2018-06-16_1_06,2018-06-16,trio,harville,0.13765070956
2018-06-16_1_07,2018-06-16,win,main,0.0727149770287
2018-06-16_1_07,2018-06-16,win,harville,5.72458747072e-17
2018-06-16_1_07,2018-06-16,exacta,main,0.0450872533048
2018-06-16_1_07,2018-06-16,exacta,harville,0.0684952556367
2018-06-16_1_07,2018-06-16,quinella,main,0.0490198151239
2018-06-16_1_07,2018-06-16,quinella,harville,0.0556999190524
2018-06-16_1_07,2018-06-16,trio,main,0.0318573890123
2018-06-16_1_07,2018-06-16,trio,harville,0.0819425343714
2018-06-16_1_10,2018-06-16,win,main,0.0622817773369
2018-06-16_1_10,2018-06-16,win,harville,7.6327832943e-17
2018-06-16_1_10,2018-06-16,exacta,main,0.0390827703965
2018-06-16_1_10,2018-06-16,exacta,harville,0.0784100161587
2018-06-16_1_10,2018-06-16,quinella,main,0.0528014563376
2018-06-16_1_10,2018-06-16,quinella,harville,0.0578770931431
2018-06-16_1_10,2018-06-16,trio,main,0.0281499737913
2018-06-16_1_10,2018-06-16,trio,harville,0.0807383463469
2018-06-16_2_02,2018-06-16,win,main,0.0900129916659
2018-06-16_2_02,2018-06-16,win,harville,6.24500451352e-17
2018-06-16_2_02,2018-06-16,exacta,main,0.0451096817004
2018-06-16_2_02,2018-06-16,exacta,harville,0.116016483135
2018-06-16_2_02,2018-06-16,quinella,main,0.0664902622609
2018-06-16_2_02,2018-06-16,quinella,harville,0.121796069582
2018-06-16_2_02,2018-06-16,trio,main,0.0576095979328
2018-06-16_2_02,2018-06-16,trio,harville,0.153234595373
2018-06-16_2_03,2018-06-16,win,main,0.0701006459741
2018-06-16_2_03,2018-06-16,win,harville,1.54390389362e-16
2018-06-16_2_03,2018-06-16,exacta,main,0.0635646176569
2018-06-16_2_03,2018-06-16,exacta,harville,0.116169978762
2018-06-16_2_03,2018-06-16,quinella,main,0.0716172411434
2018-06-16_2_03,2018-06-16,quinella,harville,0.119953533697
2018-06-16_2_03,2018-06-16,trio,main,0.0375071626974
2018-06-16_2_03,2018-06-16,trio,harville,0.162474382496
2018-06-16_2_04,2018-06-16,win,main,0.0628598858625
2018-06-16_2_04,2018-06-16,win,harville,3.81639164715e-17
2018-06-16_2_04,2018-06-16,exacta,main,0.0472614103498
2018-06-16_2_04,2018-06-16,exacta,harville,0.137954933792
2018-06-16_2_04,2018-06-16,quinella,main,0.0487839751342
2018-06-16_2_04,2018-06-16,quinella,harville,0.147026980581
2018-06-16_2_04,2018-06-16,trio,main,0.0326654918501
2018-06-16_2_04,2018-06-16,trio,harville,0.223417978064
2018-06-16_2_05,2018-06-16,win,main,0.0620715221012
2018-06-16_2_05,2018-06-16,win,harville,6.59194920871e-17
2018-06-16_2_05,2018-06-16,exacta,main,0.0627530626734
2018-06-16_2_05,2018-06-16,exacta,harville,0.11305362633
2018-06-16_2_05,2018-06-16,quinella,main,0.0693578981514
2018-06-16_2_05,2018-06-16,quinella,harville,0.10140324996
2018-06-16_2_05,2018-06-16,trio,main,0.0624934366683
2018-06-16_2_05,2018-06-16,trio,harville,0.142129598521
2018-06-16_2_07,2018-06-16,win,main,0.13105184997
2018-06-16_2_07,2018-06-16,win,harville,1.14491749414e-16
2018-06-16_2_07,2018-06-16,exacta,main,0.120332986713
2018-06-16_2_07,2018-06-16,exacta,harville,0.266867052977
2018-06-16_2_07,2018-06-16,quinella,main,0.0742649445074
2018-06-16_2_07,2018-06-16,quinella,harville,0.216668416279
2018-06-16_2_07,2018-06-16,trio,main,0.078745523392
2018-06-16_2_07,2018-06-16,trio,harville,0.239607480129
2018-06-17_1_01,2018-06-17,win,main,0.0432272303495
2018-06-17_1_01,2018-06-17,win,harville,4.16333634234e-17
2018-06-17_1_01,2018-06-17,exacta,main,0.0444611032953
2018-06-17_1_01,2018-06-17,exacta,harville,0.129294939964
2018-06-17_1_01,2018-06-17,quinella,main,0.0604414277388
2018-06-17_1_01,2018-06-17,quinella,harville,0.155948498807
2018-06-17_1_01,2018-06-17,trio,main,0.0459127270377
2018-06-17_1_01,2018-06-17,trio,harville,0.179599555343
2018-06-17_1_04,2018-06-17,win,main,0.0612182938341
2018-06-17_1_04,2018-06-17,win,harville,9.88792381307e-17
2018-06-17_1_04,2018-06-17,exacta,main,0.049733504284
2018-06-17_1_04,2018-06-17,exacta,harville,0.121410706236
2018-06-17_1_04,2018-06-17,quinella,main,0.0762811118092
2018-06-17_1_04,2018-06-17,quinella,harville,0.104008072041
2018-06-17_1_04,2018-06-17,trio,main,0.0385117559658
2018-06-17_1_04,2018-06-17,trio,harville,0.165715414267
2018-06-17_1_06,2018-06-17,win,main,0.0731596453936
2018-06-17_1_06,2018-06-17,win,harville,3.81639164715e-17
2018-06-17_1_06,2018-06-17,exacta,main,0.0442349994727
2018-06-17_1_06,2018-06-17,exacta,harville,0.0942199617249
2018-06-17_1_06,2018-06-17,quinella,main,0.0463457842231
2018-06-17_1_06,2018-06-17,quinella,harville,0.0969829179649
2018-06-17_1_06,2018-06-17,trio,main,0.0324190330173
2018-06-17_1_06,2018-06-17,trio,harville,0.142088738797
2018-06-17_3_04,2018-06-17,win,main,0.0492700500261
2018-06-17_3_04,2018-06-17,win,harville,1.40512601554e-16
2018-06-17_3_04,2018-06-17,exacta,main,0.0677615322116
2018-06-17_3_04,2018-06-17,exacta,harville,0.148222275731
2018-06-17_3_04,2018-06-17,quinella,main,0.047899244493
2018-06-17_3_04,2018-06-17,quinella,harville,0.160393074508
2018-06-17_3_04,2018-06-17,trio,main,0.0310520927997
2018-06-17_3_04,2018-06-17,trio,harville,0.243922639521
2018-06-17_3_05,2018-06-17,win,main,0.0563126956826
2018-06-17_3_05,2018-06-17,win,harville,6.41847686111e-17
2018-06-17_3_05,2018-06-17,exacta,main,0.0461423523468
2018-06-17_3_05,2018-06-17,exacta,harville,0.0872522738516
2018-06-17_3_05,2018-06-17,quinella,main,0.0519739463251
2018-06-17_3_05,2018-06-17,quinella,harville,0.0711774170253
2018-06-17_3_05,2018-06-17,trio,main,0.0487220446273
2018-06-17_3_05,2018-06-17,trio,harville,0.115834304374
2018-06-22_2_03,2018-06-22,win,main,0.0379014021932
2018-06-22_2_03,2018-06-22,win,harville,1.08420217249e-16
2018-06-22_2_03,2018-06-22,exacta,main,0.0533542765306
2018-06-22_2_03,2018-06-22,exacta,harville,0.112860872289
2018-06-22_2_03,2018-06-22,quinella,main,0.0775369600027
2018-06-22_2_03,2018-06-22,quinella,harville,0.12570142254
2018-06-22_2_03,2018-06-22,trio,main,0.049404630012
2018-06-22_2_03,2018-06-22,trio,harville,0.183162527013
2018-06-23_2_02,2018-06-23,win,main,0.0743698044248
2018-06-23_2_02,2018-06-23,win,harville,3.46944695195e-17
2018-06-23_2_02,2018-06-23,exacta,main,0.0574876688314
2018-06-23_2_02,2018-06-23,exacta,harville,0.090744774762
2018-06-23_2_02,2018-06-23,quinella,main,0.0428650171359
2018-06-23_2_02,2018-06-23,quinella,harville,0.0855929316255
2018-06-23_2_02,2018-06-23,trio,main,0.0191091462565
2018-06-23_2_02,2018-06-23,trio,harville,0.100567174441
2018-06-23_2_04,2018-06-23,win,main,0.0856916111013
2018-06-23_2_04,2018-06-23,win,harville,7.8062556419e-17
2018-06-23_2_04,2018-06-23,exacta,main,0.0511243286349
2018-06-23_2_04,2018-06-23,exacta,harville,0.134846609823
2018-06-23_2_04,2018-06-23,quinella,main,0.0763603022177
2018-06-23_2_04,2018-06-23,quinella,harville,0.110661270951
2018-06-23_2_04,2018-06-23,trio,main,0.0704511884875
2018-06-23_2_04,2018-06-23,trio,harville,0.178111181356
2018-06-24_1_09,2018-06-24,win,main,0.0261516533015
2018-06-24_1_09,2018-06-24,win,harville,1.12757025938e-16
2018-06-24_1_09,2018-06-24,exacta,main,0.0493151063113
2018-06-24_1_09,2018-06-24,exacta,harville,0.0874320078258
2018-06-24_1_09,2018-06-24,quinella,main,0.0651786901576
2018-06-24_1_09,2018-06-24,quinella,harville,0.100785199879
2018-06-24_1_09,2018-06-24,trio,main,0.0370471461242
2018-06-24_1_09,2018-06-24,trio,harville,0.125870205734
2018-06-29_2_05,2018-06-29,win,main,0.0296937852124
2018-06-29_2_05,2018-06-29,win,harville,7.97972798949e-17
2018-06-29_2_05,2018-06-29,exacta,main,0.0456763341769
2018-06-29_2_05,2018-06-29,exacta,harville,0.0818487933639
2018-06-29_2_05,2018-06-29,quinella,main,0.042222367686
2018-06-29_2_05,2018-06-29,quinella,harville,0.0889948865417
